,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
cell_20,0.36902913,-0.12679213,-0.022462085,-0.04850994,0.15338948,-1.5378324,-0.76262254,1.2238836,-0.28099677,0.12973043,-0.42996523,-0.46796107,-0.52043736,0.28613895,1.0811377,0.55705374,1.330857,-0.18835166,0.13189632,-0.9925756,1.6635067,-0.5385686,1.3270727,-0.16757634,0.2881778,-1.6102552,-1.5224509,1.2205076,1.0116495,1.5796919,1.5631648,-0.7479849,-0.008654855,0.022963846,1.3141506,-1.2196584,-1.8792934,0.5952683,0.023201317,1.9527234,0.17447422,-0.1696008,0.36216944,0.7567338,1.0204179,-0.5920483,0.33576316,-0.07602695,1.8000937,-0.20323214,-0.04149232,-1.4161192,0.5542635,-1.6164974,-0.16688637,-0.06750798,-0.7004326,0.36433616,0.34151942,1.6812131,0.80926996,-0.4241755,-0.7011637,-1.8792934,-1.0866251,-0.57539004,0.3843475,-0.75458115,0.8603138,0.26563942,1.4535899,-1.5283076,1.3508075,-0.5629131,-0.13845101,1.4900712,-0.13982835,-1.3632631,-1.8792934,0.7432554,-1.3445994,-0.94793475,1.2814137,1.2948833,-0.036594868,1.4033936,1.253941,-0.22836365,-0.9381545,0.36750674,0.66191643,0.3417787,1.4483266,2.531739,0.0837746,-1.1712908,0.6117156,-1.8792934,-1.4332612,1.6569726
cell_21,-1.2123809,-1.1491339,2.0765674,0.6606809,-0.19222713,-0.68405443,0.26082873,1.7652277,1.6102862,0.17270386,0.29851595,-1.8792934,-0.22740634,2.4941778,0.5305355,-1.3711016,1.0379152,0.28201684,-0.42512876,-1.6391317,-0.8795094,0.29089862,1.639463,0.49372318,1.0617166,0.7999183,1.6800227,-0.6757562,1.5223626,0.39302844,1.623398,-1.8261248,1.2946507,-0.83277476,-1.7779154,1.0707784,-1.042142,0.9589135,1.3845278,1.3049955,1.1892478,-0.77989376,3.2874665,1.4250329,-1.6152484,-0.20529376,-0.7762154,-0.34200412,0.29499307,-0.4852885,-1.8792934,-1.4310045,0.9096122,-1.4703077,1.3222018,-1.6686866,-1.8792934,0.6456659,-0.014652092,-0.33283764,1.9202741,-1.8792934,0.73898005,0.9228024,1.2489288,-1.7410411,0.13672811,-0.46192026,0.16029868,-1.7967503,0.16425464,3.1014771,-1.2397331,-0.5213533,-0.7716576,1.2290235,0.39294827,0.07758324,1.271142,-0.91479707,-1.7247381,0.57381475,1.0617151,-0.96333355,-0.68693036,2.3195188,1.1006205,-0.25961727,0.090712756,1.0239133,-1.8792934,1.6894472,1.0383356,1.7976328,-1.8792934,0.29199234,2.1886017,0.2609776,-1.8792934,-0.56427103
cell_22,0.7825401,-0.14423797,0.095452726,-0.2621623,0.54278195,-1.3704762,-1.2370169,1.1283922,-0.76053154,-0.25354174,-0.6486587,-0.4068822,-0.47828767,-0.24771726,0.2955127,0.9024357,0.5168775,-0.270989,1.1464318,-1.2955351,1.810624,-0.80059206,0.90670663,-0.50654614,0.87079436,-1.7984153,-1.6999438,1.5487087,0.9714518,1.1054192,0.972916,0.13840026,0.5136068,0.16867107,0.915974,-1.0773163,-1.7248187,0.49506497,0.08130275,1.4705609,0.8827299,-0.38833538,-1.2504839,0.89768386,0.66312724,-0.9611485,0.44648373,-0.08928427,2.0645602,0.25659302,0.33866194,-1.0824295,0.49496016,-0.9902899,-0.33921602,0.7471928,-0.93004286,0.81245977,-0.116967544,2.1928089,0.25866175,-0.86372817,-1.050511,-1.8792934,-0.7299765,0.20099224,0.56691957,-1.1211087,0.9312523,0.7431852,1.1919985,-1.3038,1.505497,0.02586256,0.7772572,1.770361,-0.7137703,-1.8792934,-1.0964439,1.9217067,-0.63574356,-0.88259405,1.3107193,0.76545906,-0.3218402,0.6387689,0.82887346,-0.71611106,-0.3125633,1.2636683,0.46309417,0.5844929,1.6301746,1.4571257,0.17808534,-0.75437886,0.45220628,-1.4731776,-0.33564278,1.90358
cell_23,-1.4281514,0.74718654,-0.67931294,0.5768464,0.010052547,0.052573673,-0.686902,1.0720814,0.6403044,-1.4574322,0.5434221,0.0959332,-0.44037506,0.13904755,1.9937352,-1.6567903,0.11350976,-1.4615667,-0.022840723,-1.6502361,1.9164981,-0.80356055,0.90092856,-1.6593902,0.54711187,-1.8792934,-1.6261544,1.6502442,1.2345588,3.5737865,1.9732316,-1.8792934,-0.3611595,1.0217446,-0.5874124,-1.8792934,-1.1368425,0.055100486,2.7190294,1.9444299,-1.2977225,1.7471794,0.77455133,0.7465493,0.8383459,-0.47940797,1.3644505,0.66970223,1.6957327,-0.20667383,-1.4899769,-1.0851957,-0.39404953,-1.4140216,-1.2913594,0.645968,-1.4567246,0.034918994,0.1719082,1.8693027,-0.7011535,-0.18289085,0.55391467,-1.8127949,-0.8682189,-0.7070344,1.3704269,-0.72877496,0.48459923,-0.23145123,-0.21434453,-0.69254416,0.22411272,1.7945187,0.61504966,0.88868725,0.19437909,-1.3905196,-1.5035957,0.10595973,-1.8792934,-0.014520109,0.8438932,1.1984038,1.5303993,0.33071303,1.0920031,0.5812953,-1.8792934,-1.0019957,1.0787188,0.3063337,1.307402,2.111881,-0.46512812,-0.51379585,0.7470163,-1.8792934,-1.5450486,1.906636
cell_24,-0.35692674,-0.5050122,0.91868806,0.13955581,0.26498494,-1.8765409,-0.9058271,0.98362833,-0.63250554,0.5371506,-0.4938224,-0.10409646,0.34512162,0.63037807,0.28499085,0.1363517,0.63948816,0.16077778,-0.049141675,-0.46072513,1.326443,0.06629079,0.75561893,0.20554265,0.1724289,-1.8792934,-1.5902205,0.82042944,0.22457081,0.27053398,1.2498063,0.17136541,0.22476646,0.373525,0.57593274,-1.0021052,-1.3909234,0.63488287,0.81702167,1.3576804,0.24035986,-0.27068573,0.39553285,1.1166056,-0.63802254,0.23582026,0.13131648,0.25463685,1.5435663,-0.15414809,-0.5408354,-0.9841236,0.30186644,-1.4178835,0.06684995,0.3784058,-1.4027193,1.4263127,0.055534586,1.9473296,-0.12409791,-0.70559156,-0.9035709,-1.8792934,-1.425634,-0.51987267,0.7142722,-0.42779258,-0.34574074,0.44112572,1.0646427,-0.9029785,1.9598352,0.5794825,1.0180464,1.7494252,-0.69747466,-0.7844739,-1.1690346,0.5327284,-1.4700146,-1.4336967,0.5149276,0.43786407,-0.15814762,1.0201995,0.9868624,-0.6918753,-0.5029159,0.17850763,0.7892401,0.21358871,1.3939081,0.32109433,-0.36247244,-0.74382704,0.6572667,-1.8792934,-0.12413108,1.2495079
cell_25,2.5856097,-0.14165941,3.140431,-1.8792934,1.8603559,1.4163682,-0.4081796,2.0730274,2.4482522,0.35384905,-0.85670763,0.7595438,-1.8792934,2.1571734,-0.99929625,-0.21628152,-0.9779653,0.6863942,-0.33566633,-0.944153,-1.0110238,0.7426898,3.357801,1.3267643,0.2838359,-1.5255191,0.4491686,1.5945979,0.21756628,0.9993741,2.264993,1.7423629,-1.0446974,-1.8792934,-1.1043005,0.5770298,-0.36055112,0.36218747,2.296895,0.8250167,0.9026638,-0.7144939,2.6888344,1.5469134,-1.3644941,1.0693926,-1.8792934,-1.8792934,0.5330756,-0.19919667,0.85216475,-1.0411232,2.0932117,0.86509836,-0.2757892,0.6786583,-1.8792934,-1.2031555,2.4571345,-1.0993733,1.2616892,-1.6079009,0.5901026,-0.06356076,-1.5589213,-0.8378042,-1.5599942,-1.8792934,1.0230328,-1.6798116,-1.1196868,-1.0916599,-0.2248191,-0.077973425,-0.38287017,3.0405655,0.58281446,-0.38311234,0.26085436,2.0424652,-0.95189077,1.7218924,-0.91420394,-1.8792934,0.46183133,2.2199752,-0.626318,-1.5756989,0.7939563,0.1606845,0.3426373,0.6584842,1.1114777,0.15669729,-1.8792934,1.2432697,0.742248,0.70740354,-1.8792934,1.9837021
cell_26,1.3866752,2.0244708,-0.71753,1.8329369,1.2698197,-1.7582359,-1.8792934,2.399768,0.43586472,-1.790683,2.0290985,-0.78038204,-0.43505836,0.13241088,0.53058004,-1.8792934,-1.1199675,-1.1547923,0.14608961,0.5651817,-1.8792934,-1.8792934,2.196108,1.2223096,-1.5851736,1.0172484,-1.5642897,-1.2683699,-1.8792934,2.152441,1.649308,-1.8792934,-1.8792934,1.2689308,0.5681348,0.8093935,-0.22785974,-0.26727676,-1.1925414,0.009451915,-1.8792934,1.6225826,0.4747505,0.026843935,-0.16082443,2.11231,-0.13834378,0.029830992,0.66768026,-1.163179,2.215688,-1.8792934,-1.0577929,-0.007666111,-1.8792934,-0.9960547,-1.265449,0.9625463,-0.52147543,-0.5888614,1.251699,-1.4758222,1.6310968,-0.059337214,1.3203082,-1.4397192,-1.0649619,-0.9849637,1.4478711,-0.3486874,0.9629033,-0.21541741,-0.9809294,0.31493092,-1.3814185,0.33135578,2.8338466,-1.8792934,0.98493826,0.2870064,-1.8792934,2.0937688,0.40345222,1.3404793,2.0469456,-0.61786395,-0.6401227,-0.4486255,-0.87414587,-1.8792934,0.65591353,-1.8792934,-0.30360115,0.2464292,0.49863845,0.59872437,1.7601717,0.30373487,0.12660915,0.68066466
cell_27,21.448906,21.448906,-1.8792934,-1.8792934,-1.8792934,21.448906,-1.8792934,-1.8792934,-1.8792934,21.448906,-1.8792934,-1.8792934,-1.8792934,21.448906,-1.8792934,21.448906,21.448906,8.978126,21.448906,9.112775,21.448906,8.558526,-1.8792934,-1.8792934,19.511927,-1.8792934,21.448906,-1.8792934,-1.8792934,7.263585,11.647205,-1.8792934,-1.8792934,4.9666777,-1.8792934,21.448906,18.96663,-1.8792934,15.272034,-1.8792934,-1.8792934,21.448906,-1.8792934,-1.8792934,18.2986,-1.8792934,21.448906,21.448906,-1.8792934,12.123452,-1.8792934,-1.8792934,-1.8792934,-1.8792934,-1.8792934,-1.8792934,-1.8792934,21.448906,-1.8792934,-1.8792934,-1.8792934,-1.8792934,21.448906,-1.8792934,6.638009,-1.8792934,21.448906,-1.8792934,-1.8792934,21.216324,16.985779,14.381674,-1.8792934,21.448906,-1.8792934,-1.8792934,-1.8792934,19.486986,-1.8792934,-1.8792934,21.448906,21.448906,-1.8792934,11.15732,13.087976,-1.8792934,-1.8792934,-1.8792934,-1.8792934,21.448906,21.448906,-1.8792934,-0.05091633,-1.8792934,16.314024,13.773589,-1.8792934,-1.8792934,21.448906,21.448906
cell_28,1.7514224,-1.5341334,1.191649,-1.7026545,-0.83567834,-0.95134014,-1.8792934,1.9743065,-1.1401478,0.18411905,0.059186608,-0.34976536,-0.5288546,-1.1090766,-0.89720803,0.78828883,-0.18039596,1.3720978,2.5985596,-0.31030822,2.4013581,-0.2059304,1.9711291,0.18329805,2.1738422,-1.0178654,-1.2693698,1.0889626,-0.78908414,0.5953995,0.3749604,1.5057044,-1.0346514,-1.7371043,0.04988955,-0.1590774,-1.5475483,-0.3918788,-0.67252576,0.7327517,0.4580888,-1.8792934,-0.80789816,1.1231611,0.24416588,-1.7725937,-0.4429952,-0.9506929,0.9718796,1.1712135,0.82772505,-1.8792934,1.2319299,-1.1716014,-0.79892904,0.99083126,-1.2042575,2.0428221,-1.074858,1.9884899,-0.2886673,-1.6411023,-1.328697,-0.7736396,-0.99317294,1.811904,0.88550377,-1.8033882,0.9909983,0.949926,1.1437547,-1.8792934,1.1963656,-1.41472,2.405213,2.0442235,-1.0467916,-0.45270842,-1.3888056,1.1000992,-1.8792934,-0.57744914,1.3368917,0.83627,0.3784043,0.53938895,1.2216898,-1.8792934,0.23826367,0.32228172,0.5895769,1.0726522,2.5543423,0.44810468,-0.38544217,-1.3734102,-0.11312252,-1.4225013,0.6966202,0.94764376
cell_29,-0.1416753,-0.35653856,0.5869938,0.6260616,0.84309256,-1.4648058,-0.97064775,0.44216877,-0.8893012,0.8322084,0.25509706,0.21821082,0.60709745,0.9121381,1.097028,-0.26669717,1.1600403,-0.45786172,0.09140889,-1.2893813,1.3998668,0.4161012,0.9433486,-0.59236246,0.18932581,-1.3436323,-1.0583891,0.89650065,0.4010586,0.8665013,1.1629678,-0.6078673,0.22448462,0.086063445,1.1890554,-1.1190667,-1.8792934,1.1892263,1.2929468,0.800433,0.37862593,0.27348563,0.8608054,1.0614703,0.16816139,0.27233666,0.2289685,0.48883802,1.7770156,-0.41402215,-1.0816517,-0.95536435,0.6489867,-1.5456916,0.28844255,0.26199642,-1.5164798,0.56493706,0.22434077,1.1148734,-0.79723847,0.12626505,-1.8792934,-1.4922034,-1.8792934,-0.58341384,0.38954198,0.28027195,-0.70998085,0.68206376,0.0930742,-1.1869884,0.7934182,0.13108972,1.2594123,1.476098,-0.33225292,-1.4412459,-1.5457258,0.7502233,-1.8792934,-1.206017,1.23882,0.97032523,0.23515654,1.0984774,1.4473811,-0.31535494,-0.48226073,-0.11396137,0.56373847,0.512488,1.8006853,1.4198614,-0.7294183,-0.809662,0.85134715,-1.8792934,-0.89335454,0.68148553
cell_30,-0.47231367,0.1784096,1.0528749,0.22663754,1.0915573,-1.6073878,-1.4209857,1.6297717,-0.9150185,-0.07281461,0.39269575,0.77580106,-1.3331269,1.5187633,2.3039358,-1.5216666,0.1942461,-0.5492879,0.9923063,-1.8792934,0.7820678,-0.47214735,1.4205273,-1.2486231,-0.3823853,-1.8792934,-0.59119654,1.632905,1.1396004,2.376768,1.7107674,-0.68356615,0.6749993,0.76590466,1.5367682,-1.1124375,-1.8792934,1.4440464,2.50209,2.2970579,-1.1704471,0.7929153,1.0598434,1.2532579,1.4631146,1.0387733,-0.09450272,1.681138,2.5375628,-0.680354,-1.401911,-0.9216424,-1.2384629,-1.5754606,0.0013664365,0.6839041,-1.8792934,0.38662294,0.7484483,2.0904293,0.5241814,0.22911859,-1.3577317,-1.8792934,-1.6962603,0.5335027,-0.28819206,-1.4004644,0.5602607,-0.5029553,0.63344514,-1.4348922,1.3895438,1.2514424,1.0970709,1.9553944,0.49208608,-1.1339009,-1.4565855,0.8719532,-1.3776397,-0.3333236,1.310266,1.0677313,0.96086013,0.6686007,0.5357736,0.16552487,-1.3468554,-0.25960952,1.2705579,-0.55913544,1.6915265,3.098722,-0.23955405,-0.7903948,1.5908357,-1.8792934,-1.8792934,1.2454305
cell_31,1.0704391,-1.8792934,1.4015216,-1.0426364,0.17956343,-1.2429906,-1.2512586,0.27926582,-0.30525622,3.1557403,-1.1582433,-0.9009931,1.2128714,-0.0077064633,-1.1726363,0.40205693,1.1260313,0.62975854,-0.2727418,0.8721812,0.6060178,2.6225612,0.86248773,1.2981286,1.0906311,0.04232946,0.09598075,-0.49969387,-1.0097605,-1.4388742,0.7812687,1.6711774,0.9459549,-1.8792934,-0.94940263,-0.19800547,-0.7604482,1.1844703,-0.0073055886,-0.7664013,1.1005173,-0.49844253,0.4991355,1.0724151,-1.8792934,-1.0594687,-0.25614518,-1.0479782,-0.45809472,0.8506762,-0.22715293,-1.143972,2.3874798,-0.7103801,1.0284723,0.9367484,-1.0210584,1.18742,-1.6838465,0.41254196,-1.4327161,-1.7355533,-0.6248314,1.180258,-1.0568619,-0.99924386,0.6986129,-1.5527034,-0.9605148,-0.030228823,-0.40076256,0.7354215,0.1594832,-1.6783614,1.6417081,0.95279187,-1.0356481,-0.20445676,-0.89003235,0.008218408,-1.5087634,0.20752035,-0.4625453,-1.1426216,-1.7190617,2.2191868,0.62604856,-1.8792934,1.527237,-0.8070118,0.26266253,1.727568,1.879068,-1.3905255,-1.7924793,0.50588834,0.08559978,-0.09928802,0.064476654,0.91404015
cell_32,-0.07721647,-1.0041602,0.6720771,0.40829068,0.3282795,-1.8792934,-1.3118713,0.8469693,-1.174815,1.2124355,-0.24651828,0.3025133,0.9946605,0.4179064,0.6831534,0.00036051683,0.39253685,0.6873202,0.6991093,-1.6261734,1.5469023,0.36563742,1.0590545,-0.5482544,0.19381145,-1.2278436,-0.54683053,0.9510236,0.4313006,0.46478096,1.2178019,0.17134817,0.98623896,0.42741984,1.7165124,-0.95335054,-1.8792934,1.2433801,0.30717853,1.1008378,0.33136052,-0.7613671,0.9409231,1.4740714,0.025363058,-0.41986835,0.33410788,0.26868668,1.9183112,-0.64019686,-0.94985753,-0.47426313,-0.3590744,-1.7401967,-0.06963608,0.58547425,-0.66815704,1.2282718,-0.005804807,2.1734638,-0.026759058,-0.094831586,-1.8792934,-1.4818298,-1.1893249,0.39116925,0.38213,0.14676695,0.9354608,0.91065943,0.8320954,-0.4803952,1.5459764,0.37165064,1.763083,1.6398618,-0.1320204,-1.8792934,-1.8792934,0.65863544,-1.567406,-1.8378084,2.0677874,1.4355209,-0.043458723,1.1841518,1.4273093,-0.64988947,-0.10417047,0.05610302,0.81222767,0.4033205,1.5046502,1.4771641,-1.1878083,-0.65749854,1.121366,-1.8792934,-0.34165102,0.51747787
cell_33,1.304165,0.024491966,1.2355795,-0.052595437,1.2616215,0.81415343,1.0767733,0.08508067,1.719939,1.4162616,-1.8792934,-0.04208056,-0.46486434,1.4545279,-1.8792934,1.0229801,0.22364788,0.10446432,-0.3034166,0.13511363,-0.5503936,1.5325131,2.1973438,0.795211,-0.5961091,-0.9346713,0.30815446,0.20987833,0.8021931,0.7309028,1.858999,0.79631484,-0.08618057,-1.8792934,-1.0572692,-0.31892097,0.72344637,1.2632439,1.3838286,0.05760768,2.1649137,0.69727886,2.0557475,0.86641407,-1.8792934,0.8538305,-1.2314135,-1.8792934,-0.44670326,-0.87124217,0.7393932,-0.71435416,1.8505405,0.12681532,0.74263144,0.32104975,-0.9318632,-1.6605675,1.8646944,-0.838497,-0.70682806,-1.4910225,1.8691974,1.1810238,-1.4527234,-1.8792934,-0.60254633,-1.2001776,0.29531014,-0.7573122,-1.5677838,0.8221937,0.2228376,-0.03282535,-1.8792934,1.1889027,0.49133983,-1.2604619,0.63423765,1.7333679,-1.6789231,1.371308,-0.75290966,-1.3173264,-0.4142604,2.0911021,-0.7935394,0.14249688,1.4365823,-0.71925783,-0.51212,1.7545321,0.24160454,-0.3778212,-1.8792934,1.490736,0.091566235,1.189094,-1.638994,0.6684851
cell_34,2.4688518,1.904961,-1.0870719,1.7933834,-0.006985873,-1.759026,-1.6533,2.208604,-0.22172274,-0.70021653,0.99395365,-1.8792934,0.60800344,-0.47972617,-0.5747923,-0.71993893,-0.74618065,-1.5293883,-0.77656114,0.2728877,-0.7060879,-1.4223675,1.0078377,0.7886306,-1.2277453,0.6874018,-0.92532176,-0.8648047,-1.8792934,1.5829756,1.376604,-1.3666569,-0.8537435,0.8277916,0.21789806,0.40129182,-0.7485322,0.07827811,-1.4414202,-0.14700748,-1.8792934,2.0522258,-0.06228237,-0.5200288,-0.26501316,0.731905,1.426398,0.3044934,-0.014244914,-1.066689,2.4818137,-1.8792934,-0.882389,-0.90435827,-1.8792934,-0.7976643,-0.5361031,1.7904174,-1.8792934,-0.2831326,1.675328,-1.8792934,2.1799927,0.12563145,1.0734988,-1.8792934,-0.6623027,-1.0842454,1.9931104,-0.3530368,1.2870615,0.9171394,-0.5592389,0.9366174,-1.0467398,0.15380742,1.4020407,-1.8792934,1.4236155,-0.84657204,-1.8792934,1.2648413,0.5526999,0.88275355,0.21331286,-0.6070195,0.10533533,-0.65757823,-0.40297228,-1.6170053,0.9054718,-1.269556,-0.04681179,-1.2262602,-0.53592455,0.8455645,1.1447238,0.32395107,1.0852023,0.8454451
cell_35,-1.8792934,-1.0575368,-1.857282,-0.050413825,1.6521201,-0.9248507,0.82914734,2.9065325,-0.79069626,-1.2980632,1.6502035,0.9993204,1.1045623,-1.2651109,-0.5098618,0.089539655,-1.6439924,-1.8792934,-1.8233633,0.68921316,-1.8792934,-1.6529284,-0.5093763,1.2291591,-1.8792934,-0.4149012,1.9005548,-0.26374048,-1.1708566,-0.5914602,2.253143,-0.4965943,-0.33872008,-1.7045,0.81157005,2.7892995,0.53899413,-1.8792934,0.24087615,-1.5332047,1.90682,-1.8792934,-1.4298043,2.2980137,1.1950519,-0.28073728,-1.4480231,-0.21874857,2.8053575,-1.8258594,-0.96815956,-0.99307215,-0.63959014,-1.1515018,0.6691076,-0.64231694,-1.8792934,-0.5038749,-1.2840967,-0.011621714,-0.24795139,0.78833777,1.5125419,-1.4932369,-0.9218408,1.0100443,-0.7714448,-1.8792934,-0.6767488,-1.8792934,0.6464986,-1.8792934,-0.6638149,-0.2160942,2.205327,0.23107797,1.1349145,1.5476269,-1.752784,-1.420257,0.5183595,1.2908219,-0.6155758,-1.6446053,-1.6687323,2.1323967,-1.2187666,2.0308938,2.2088459,-0.6298895,-1.8765432,-0.6676526,1.7367783,1.6078061,-0.9509896,1.2111906,-1.8792934,0.09932096,1.9194144,-0.72725844
cell_36,2.0837262,-1.6577542,1.5064149,-1.6374652,-0.43020597,-1.073327,-1.8792934,1.6609963,-1.201296,0.14873052,0.13974187,0.17005101,-0.7737998,-0.882052,-1.8659687,0.68002224,-0.7158391,1.807228,2.3909802,-0.703291,1.6493946,-0.19113243,1.7682532,0.055819005,1.6342554,-1.8792934,-0.7934432,1.4550198,-0.8816728,0.22257674,0.74787664,1.5403378,-0.28635758,-1.7308273,-0.051573902,-1.0680618,-1.4005494,-0.4853167,-0.7956718,1.245267,0.3745411,-1.8792934,-0.31436667,1.5314381,1.0506006,-1.4463636,-0.93437433,-0.96286833,0.37374133,0.78833973,1.3740678,-1.8792934,0.9861252,-1.8555698,-0.99085784,1.4301053,-1.0211223,2.422406,-1.3346052,1.528545,0.21282007,-1.6580528,-0.93973184,-1.5465033,-1.4624197,1.2959459,0.51885456,-1.6321163,1.5336423,0.8012707,1.2328598,-1.7086905,1.5689089,0.31623822,2.3808558,1.9216322,-0.7261232,-1.6308774,-0.80261016,1.6182481,-1.0594559,-0.46041915,1.0179325,1.5569464,0.35512024,1.3381513,1.0971633,-1.8792934,0.5983298,0.47681633,1.4070437,1.4767582,2.4725845,0.5227837,-1.3189238,-1.5188419,-0.8097321,-1.8610026,0.4933024,1.3125825
cell_37,-1.4525267,-0.14400001,0.5590073,1.2438272,0.18862802,-0.8235685,-0.12376997,-0.37595707,-0.56845665,0.7075496,-0.34582108,0.79936147,0.93747,0.53262985,1.830015,-0.956847,0.9061946,-1.4224262,-0.7659588,-1.2255657,1.7553344,1.1926343,0.95412207,-0.55949914,-0.67537403,-1.5082209,-0.16390592,0.9953432,0.9650794,0.35903192,1.1681519,-1.1580921,1.0038444,1.2426329,0.13045146,-1.8792934,-0.39693993,1.6865551,2.2990317,1.072947,-0.088064164,1.2942101,1.4745631,0.62868154,-0.070522964,0.22432466,1.3493689,0.63815624,1.2955251,-0.56106806,-1.8345448,-0.81716424,-0.9732877,-1.2862955,0.2740115,0.9818557,-1.5306967,-0.667634,-0.20171294,1.5052053,-1.8762531,-0.0013677925,-0.98008347,-1.7068667,-1.6186417,-1.5060699,1.7026942,0.8705383,-0.25129762,1.0986397,-0.7181489,0.030105293,0.2241702,1.1773616,1.2299728,-0.39317816,-0.32265592,-0.980528,-1.7126998,-0.24072835,-1.6311978,-0.32343,-0.055194348,0.54286754,0.633059,1.1711395,1.3489356,0.26614398,-0.38194895,-0.553345,1.1628882,0.5740115,1.4634578,2.0673926,-0.19485006,-0.4244769,1.5334005,-1.7592975,-1.1091547,0.6985349
cell_38,2.313064,2.5136516,-0.9693679,1.22017,-0.038954675,-1.6914052,-1.8792934,2.3865478,-1.0059153,-1.2149377,0.70485795,-1.6803542,-0.32299986,0.43255568,-0.20210822,-1.1710126,-0.7551163,-0.9901676,-0.43619868,0.6913729,-1.2641773,-1.8220266,1.1176379,0.86822146,-0.9446246,1.0897096,-1.0632291,-1.0258487,-1.6017165,2.0069513,1.3562595,-1.8792934,-1.7478836,1.8368452,-0.21806878,1.0506055,-1.4259865,-0.53846675,-1.2041066,0.96454513,-1.8792934,1.7611811,0.9602132,0.35558945,-0.21633086,0.87034065,0.7117195,0.96841866,0.9438077,-0.809265,1.7676655,-1.8792934,-1.3584232,-0.88427657,-1.8792934,-0.9241952,-0.66294765,2.1636305,-1.5439092,-0.9133309,1.8195059,-1.7583352,1.1217319,0.6252266,2.151715,-1.6808175,-1.4211028,-0.8566945,1.5067009,-0.45005506,2.0392222,0.8689665,-0.79152656,1.0876471,-1.3207954,0.2120093,1.6522871,-1.8792934,1.1109587,-0.7922631,-1.8792934,0.9021783,0.6736219,1.6374494,1.0898161,-0.94429106,1.2629302,-0.05550307,-0.7837604,-1.8792934,2.2726765,-1.6762995,-0.23740499,-0.4900117,-0.8767778,0.8384178,1.6699687,0.58655006,0.9694556,0.9150251
cell_39,0.9442977,-1.8792934,1.5406992,-0.6757774,-0.7010846,-1.7307951,-1.0871605,2.4839664,-0.24529877,0.8810871,0.73562634,-1.8163699,-1.1040698,1.0575159,1.1351486,-0.061353326,0.10292152,1.0205364,2.1864114,-1.1794806,0.91271126,-0.2104435,1.1786137,1.2911311,2.1997643,0.61775625,0.0794008,-0.06871201,0.56535614,0.7631143,0.90099066,1.3394076,0.025579467,-1.2326245,-0.23116909,0.12094161,-1.8792934,0.20156911,-0.0074206963,0.84951156,-0.97467846,-1.4729344,0.6636537,0.9824333,-1.0167795,-1.8792934,-0.60541534,0.45651275,1.4341505,1.4593561,-0.7982509,-1.6547656,0.6676515,-1.3112555,0.027531117,0.68583,-1.8194276,2.1859221,-0.25147903,1.4866567,1.9725498,-1.7425636,-1.8792934,0.9257306,0.44072878,1.280527,-0.7995148,-1.270748,0.5498772,-0.9659431,1.8629924,0.8930757,0.33972302,-1.7826371,2.2065706,2.1671438,-0.5206431,-0.4667236,0.11370662,-0.42548916,-0.97782737,-1.1944748,1.6936158,0.2098296,-0.9964607,1.5601422,1.6644393,-1.8792934,0.287068,0.6581859,-0.35007292,0.75049245,1.9494475,-0.037238598,-1.1844499,0.18060583,0.8266843,-0.6962342,-1.5629438,-0.42493784
