,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA.DR,IgD,IgG1.K.Isotype.Control,IgM,KLRG1,TCR.Va24.Ja18,TCR.Va7.2,TCR.a.b,TCR.g.d
cell_793,-1.1192454,-1.1192454,0.09993826,-0.64849,0.09993826,0.29615057,-1.1192454,0.29615057,-0.3724865,-1.1192454,0.09993826,-0.3724865,-0.17648374,0.09993826,0.67797256,-0.3724865,-0.64849,1.3945316,-0.3724865,0.92139363,2.53951,-1.1192454,-0.024378557,0.4483815,-1.1192454,0.4483815,-0.024378557,1.0737001,1.7567797,-0.024378557,-1.1192454,-0.64849,-0.64849,-0.17648374,2.732728,0.7250553,-0.3724865,-0.17648374,-0.3724865,-1.1192454,-1.1192454,1.985058,-1.1192454,-1.1192454,0.92139363,1.1262324
cell_794,-1.1490872,-0.7199799,0.35824588,0.008972967,-1.1490872,0.20517218,-0.2646135,0.11392437,-0.2646135,-1.1490872,0.42382225,-0.7199799,-0.11453792,-0.11453792,0.5390009,-0.7199799,-1.1490872,2.005921,0.5390009,0.42382225,2.6530945,-1.1490872,0.11392437,2.6320558,-1.1490872,2.361702,0.20517218,1.1416712,0.8709985,0.008972967,-1.1490872,0.42382225,-0.4559021,-0.7199799,-0.2646135,-0.11453792,-1.1490872,-0.2646135,-0.2646135,-0.4559021,-0.11453792,0.28588504,-1.1490872,-1.1490872,0.483778,1.2648551
cell_795,-0.30265775,0.3085814,2.2496173,0.53014624,-1.0786306,1.2904814,-0.1919775,-0.30265775,1.8028623,-1.5467647,0.1339891,0.6028545,0.25488982,-0.010964082,0.7581371,-0.7956145,-1.5467647,0.66897726,-1.0786306,-0.30265775,0.4054049,-1.5467647,-1.0786306,1.9028339,0.3085814,0.7296093,-0.59213203,1.3425844,1.0149666,-0.095879175,-1.5467647,-0.7956145,-1.0786306,0.66897726,-0.095879175,0.4054049,-0.30265775,1.141205,-0.7956145,-1.0786306,-0.59213203,0.49088556,-0.7956145,-1.5467647,0.7581371,1.3299028
cell_796,-0.5608651,-1.1027993,-0.04671698,0.61451095,-0.4721158,0.039127316,-0.9237413,-0.09390153,-0.39329076,0.11565304,1.7508866,-0.4721158,0.11565304,1.4137253,1.215412,-0.78104335,-0.78104335,0.30529663,-1.1027993,-0.39329076,0.55871075,-0.78104335,-1.1027993,2.1121628,0.1846866,0.24756493,0.30529663,2.3344913,0.6826482,-0.5608651,-1.1027993,-0.4721158,-1.3433236,-0.78104335,-0.66240233,-0.32239193,-1.1027993,1.9781001,0.98240227,-0.9237413,1.6429672,0.1846866,-1.1027993,-1.3433236,0.53908527,1.4021044
cell_797,0.2304149,-1.3112841,0.2304149,-0.6480403,0.68318236,0.44685188,-0.6480403,0.34679657,-0.31007642,-1.3112841,0.7472935,-1.3112841,-0.6480403,-0.31007642,0.61274725,-0.31007642,-0.6480403,1.2827436,-0.31007642,0.34679657,2.2880094,-1.3112841,-0.08155761,0.44685188,-0.6480403,0.61274725,-0.31007642,1.222286,1.1562368,-0.08155761,-0.6480403,-1.3112841,-0.6480403,-0.6480403,2.2950737,0.44685188,-1.3112841,0.53460294,-1.3112841,-1.3112841,-0.31007642,2.6397042,-0.6480403,0.09131994,0.34679657,1.3384829
cell_798,-0.31109357,-0.8453376,1.3338897,-0.8453376,-0.8453376,0.31268376,-0.8453376,2.5921075,0.6522555,-1.3816252,0.46692747,0.119461276,-0.31109357,-0.31109357,0.595309,-1.3816252,0.22213459,0.46692747,-1.3816252,0.0009076465,0.80143535,-0.53265876,-0.13935336,3.1438422,-0.8453376,0.5337983,0.22213459,1.8993788,0.92629313,0.22213459,-0.8453376,-0.8453376,-0.8453376,-1.3816252,0.92629313,0.0009076465,-0.8453376,0.0009076465,-0.53265876,-0.31109357,-0.8453376,0.31268376,-0.8453376,-0.31109357,0.3936723,1.4392668
cell_799,-1.2283512,-0.79438436,-0.34116247,1.1617996,-1.2283512,-0.19276258,-0.79438436,0.3961955,-0.79438436,-0.07087904,2.1224017,-0.79438436,0.27288723,1.7296253,0.7079688,-1.2283512,-0.5309191,0.03254282,-1.2283512,-0.07087904,0.63239896,-1.2283512,-0.34116247,1.0628209,0.5006405,0.12236701,-0.07087904,1.5463662,0.3961955,-0.19276258,-0.79438436,0.5006405,-1.2283512,-0.79438436,0.20175725,0.12236701,-1.2283512,2.4477677,0.99574125,-1.2283512,0.12236701,0.27288723,-0.5309191,-1.2283512,0.547436,2.2686164
cell_800,-0.7458023,-0.7458023,1.9567845,-0.26528436,-0.7458023,0.3694496,-0.46466333,2.566945,0.84943986,-1.2269814,0.49571282,-1.2269814,0.122414224,0.122414224,0.60246104,-1.2269814,0.3694496,0.60246104,-1.2269814,-0.26528436,0.4354558,-0.26528436,-0.110672496,2.3933733,-1.2269814,0.3694496,-0.7458023,1.8593252,0.9756811,1.1067103,-1.2269814,-1.2269814,-0.26528436,-0.46466333,-0.26528436,-0.110672496,-0.46466333,-0.110672496,-0.46466333,-0.7458023,0.21490364,1.4975677,-1.2269814,-1.2269814,0.49571282,0.8832232
cell_801,-0.49747503,-1.5032309,2.1589742,0.54056096,-1.5032309,0.9401302,0.33248731,0.47786435,1.3011074,-1.5032309,0.65120506,0.905498,0.24657005,0.034429874,0.5980776,-1.5032309,-0.8327064,0.5980776,-0.8327064,0.14854471,1.0636443,-1.5032309,-0.27211338,1.565763,0.034429874,1.1685208,-0.1021137,1.0347579,1.0347579,-0.27211338,-0.49747503,-0.49747503,-1.5032309,0.40896156,0.14854471,0.9401302,-0.8327064,1.0913805,-0.49747503,-1.5032309,-1.5032309,0.54056096,-0.8327064,-1.5032309,0.8305965,0.7005661
cell_802,-0.22069377,-1.1990762,0.5041073,-0.22069377,-1.1990762,0.7294814,-0.54706764,-0.001205793,-0.22069377,-1.1990762,0.7294814,0.2974163,0.6623403,-0.22069377,0.8466241,-1.1990762,-1.1990762,0.7294814,-0.22069377,-1.1990762,2.5023923,-0.54706764,-1.1990762,0.6623403,-0.54706764,0.5041073,0.2974163,2.221504,1.2428076,-0.001205793,-1.1990762,-0.22069377,-1.1990762,-1.1990762,1.9120809,0.5878231,-0.54706764,0.2974163,-0.22069377,-0.54706764,-0.54706764,2.146508,-0.54706764,-1.1990762,0.8466241,0.8466241
cell_803,-0.7677262,-0.022149839,2.5434997,-0.7677262,-0.7677262,0.085452534,-0.7677262,2.809421,1.0418875,-1.2039173,0.33609197,-0.49809286,-0.022149839,-0.49809286,0.4033927,-0.49809286,0.085452534,-0.1487204,-1.2039173,-0.1487204,0.33609197,-1.2039173,0.17903814,0.46493372,-0.49809286,0.17903814,0.085452534,2.0420887,0.8277849,1.2862731,-0.49809286,-0.3024083,-0.7677262,-0.7677262,-0.1487204,-0.3024083,-0.7677262,0.17903814,-0.1487204,-1.2039173,-1.2039173,2.3944888,-0.7677262,-1.2039173,0.8625545,0.9577933
cell_804,-0.17903729,-0.06327216,2.1839712,-0.7218218,-1.0683466,0.03603926,-0.7218218,3.01999,0.86084914,-1.0683466,0.12299744,-1.0683466,-0.17903729,-0.17903729,0.49483147,-0.7218218,-0.17903729,0.12299744,-0.49106985,-0.49106985,0.54133207,-1.0683466,0.26997918,2.6165814,-1.0683466,0.44502106,-0.31781176,1.9450561,0.44502106,1.5265338,-1.0683466,-0.49106985,-0.7218218,-0.49106985,0.58493567,0.26997918,-0.31781176,0.03603926,-0.7218218,-1.0683466,-0.7218218,0.70149195,-1.0683466,-1.0683466,0.26997918,0.8317483
cell_805,-1.1006994,-1.1006994,0.42732647,-0.27078235,0.095358774,0.22456452,-0.27078235,0.5100223,-0.27078235,-1.1006994,0.58386487,-0.56790584,0.5100223,-0.27078235,0.76728743,-0.56790584,-0.27078235,2.16858,-1.1006994,-0.27078235,2.8074734,-1.1006994,-0.56790584,1.6144406,-1.1006994,2.4765253,-0.06372173,2.0862465,0.5100223,-0.27078235,-1.1006994,-0.27078235,-1.1006994,-0.56790584,-0.06372173,-0.06372173,-0.56790584,0.095358774,-0.56790584,-1.1006994,-0.06372173,0.42732647,-0.56790584,-1.1006994,1.031694,1.067368
cell_806,-0.9998013,-1.4541788,-0.23763879,1.1396492,-0.23763879,0.8383781,-0.033564173,0.05031124,-0.5227909,0.3131172,2.299913,-0.9998013,-0.3662734,1.1035541,0.58546853,-0.9998013,-0.9998013,0.12547493,-0.7227219,-0.7227219,0.46201771,-1.4541788,-1.4541788,1.6915392,0.3662249,0.12547493,0.58546853,1.2683507,0.50554794,-0.3662734,-0.3662734,0.65744144,-0.9998013,-0.7227219,-0.3662734,0.3662249,-0.9998013,1.995736,1.4266076,-0.5227909,0.19356756,-0.12843865,-1.4541788,-1.4541788,0.3662249,2.1195297
cell_807,-1.0675501,-0.4650675,1.9438077,-0.8011762,-0.6119453,-0.34500876,-0.6119453,2.3095667,0.7984457,-1.0675501,-0.008448917,-0.34500876,-0.008448917,-0.4650675,-0.4650675,-1.0675501,-0.4650675,1.371043,-0.6119453,-0.34500876,2.3802521,-1.0675501,-0.15549593,1.828298,-0.8011762,1.8978044,-0.34500876,1.5608174,0.21334147,0.9833234,-1.0675501,-0.15549593,-0.8011762,-0.8011762,-0.07788403,-0.07788403,-0.6119453,-0.15549593,-0.15549593,-0.8011762,-0.24347085,1.7991585,-0.8011762,-1.0675501,0.34134835,0.5113578
cell_808,-0.6472567,-1.2480348,0.40141147,-0.6472567,-1.2480348,0.5628968,0.30421215,0.30421215,0.056878567,-1.2480348,0.7515485,0.40141147,0.80464005,-0.6472567,0.69411474,0.056878567,-0.10960633,1.32314,-0.6472567,-0.6472567,2.736149,-0.6472567,-0.6472567,1.32314,-0.32821053,2.392865,-0.6472567,2.0660706,0.98416066,-0.6472567,-1.2480348,0.40141147,-0.32821053,0.1913732,-0.32821053,0.056878567,-1.2480348,0.40141147,-0.32821053,-1.2480348,-1.2480348,0.40141147,-1.2480348,-1.2480348,0.80464005,1.0592155
cell_809,-1.2187023,-0.8207977,0.0778304,-0.01218866,-0.11546732,0.0778304,-0.38306937,0.4085723,-0.38306937,-0.8207977,0.2292443,-0.23659806,0.0778304,-0.11546732,0.5068684,-1.2187023,-0.8207977,1.5970187,-0.23659806,0.0778304,2.74215,-1.2187023,-0.38306937,0.45943874,-0.38306937,2.2654138,-0.38306937,1.05272,1.1866622,0.59307986,-1.2187023,-0.8207977,-0.56836617,-0.8207977,2.0625277,0.2292443,-1.2187023,0.63251644,-1.2187023,-1.2187023,-0.56836617,1.977503,-0.56836617,-0.8207977,0.5068684,1.0313159
cell_810,-0.35118636,0.2169083,2.5985994,0.3379982,-0.71435475,1.4016646,0.07172314,0.27995554,1.920994,-0.99800986,-0.109590076,-0.013331067,0.07172314,-0.22046068,0.44186372,-0.99800986,-0.71435475,0.3379982,-1.4674858,-0.99800986,0.7203488,-1.4674858,-0.71435475,1.5216516,0.14791125,1.0992029,-0.109590076,0.8959969,1.1916751,-0.510464,-1.4674858,0.14791125,-0.99800986,0.81343156,-0.71435475,0.7837006,-0.71435475,1.3189256,-0.510464,-1.4674858,-0.99800986,-0.013331067,-0.71435475,-1.4674858,0.3917726,1.7400737
cell_811,-0.94526815,-0.94526815,0.35691524,-0.94526815,-0.68199897,0.35691524,-0.4869115,0.16475922,-0.4869115,-1.3517416,0.46240413,0.002876158,0.6756446,-0.20317204,0.6375227,-0.94526815,-0.68199897,1.5594639,-0.4869115,-0.4869115,3.1406264,-0.94526815,-0.20317204,1.3310635,-0.33185768,2.3335981,0.08812597,2.094655,0.7797124,-0.68199897,-1.3517416,-0.4869115,-0.4869115,-0.4869115,0.51011527,0.08812597,-0.94526815,0.29810834,0.002876158,-0.94526815,-0.4869115,0.5550034,-0.4869115,-1.3517416,0.9528625,1.447127
cell_812,-0.21471222,-1.4153466,0.430802,-0.78974247,0.7764937,0.23266013,-0.44961944,0.23266013,-0.035079386,-1.4153466,0.33810365,0.23266013,0.11039953,-0.78974247,1.0140207,-0.78974247,-0.44961944,1.5299294,-1.4153466,-0.44961944,2.829293,-1.4153466,-0.21471222,0.23266013,-0.21471222,2.966234,0.430802,1.1277514,1.1277514,-0.44961944,-1.4153466,0.430802,-0.78974247,-0.78974247,-0.21471222,0.7764937,-1.4153466,0.23266013,0.11039953,0.23266013,-0.78974247,0.23266013,-0.78974247,-0.78974247,0.5881643,1.2863667
cell_813,-1.3471719,-1.3471719,0.3849649,0.7324612,-1.3471719,0.6858594,-0.71481395,0.30385506,0.30385506,0.52221036,1.8133104,-0.3984701,0.45716116,1.019525,0.6858594,-1.3471719,-1.3471719,0.30385506,-1.3471719,-0.025301049,0.6858594,-1.3471719,-0.71481395,1.3181778,0.30385506,0.581401,0.45716116,1.6786555,0.85522413,-1.3471719,-0.71481395,0.3849649,-0.025301049,-0.71481395,0.30385506,0.45716116,-1.3471719,1.9323248,1.150876,-1.3471719,0.581401,-0.1857668,-1.3471719,-1.3471719,0.3849649,1.3713627
cell_814,-0.73516625,-0.26046488,2.4741244,0.960375,-1.4447162,1.3021517,1.0577996,-0.15336186,1.7132956,-1.4447162,0.28027326,0.6188386,-0.73516625,-0.5397647,0.16279583,-0.3865344,-0.26046488,-0.3865344,-0.73516625,-0.5397647,0.584321,-0.26046488,-1.4447162,1.7059908,0.5480482,1.0009546,-0.5397647,1.0009546,1.0009546,-0.73516625,-1.4447162,-0.060257804,-0.73516625,0.7968421,-0.73516625,0.8715578,-1.4447162,1.5949955,-0.15336186,-1.4447162,-0.73516625,0.22394963,-0.5397647,-1.4447162,0.6188386,0.82262665
cell_815,-0.4101011,-0.71719265,0.3952507,-1.2697178,-0.032239053,0.31002358,-0.4101011,0.3952507,-1.2697178,-0.71719265,0.4713449,-1.2697178,-0.71719265,-0.4101011,0.5400755,-1.2697178,-0.71719265,2.2708972,-0.4101011,-0.032239053,1.9677374,-0.71719265,-0.71719265,0.89394826,-1.2697178,0.4713449,0.5400755,1.7539473,1.0376761,-0.032239053,-1.2697178,0.10100265,0.10100265,-0.4101011,2.8138888,0.21316814,-0.71719265,0.5400755,0.10100265,-0.4101011,-0.4101011,1.348836,-1.2697178,-1.2697178,0.809478,1.0694859
cell_816,-1.311653,-1.311653,0.25007775,-0.17567313,0.43882027,0.5176249,0.13366337,0.13366337,-0.17567313,-1.311653,0.71319073,-1.311653,0.25007775,-0.39890262,0.7682821,-0.39890262,-0.39890262,2.156565,-0.17567313,-0.39890262,2.6242871,-0.7215054,-0.17567313,0.9947461,-0.7215054,2.8062892,-0.7215054,1.3322028,0.9547093,-0.7215054,-1.311653,-0.7215054,-0.004802541,-0.7215054,-0.17567313,1.1674991,-0.7215054,0.3505088,0.13366337,-1.311653,-0.39890262,0.5176249,-0.7215054,-1.311653,0.81952,0.7682821
cell_817,-0.6198149,-0.29553118,0.09152143,0.22596543,-0.07537098,0.5960662,-1.2480131,2.4237545,-0.07537098,-1.2480131,0.22596543,0.22596543,-0.6198149,-1.2480131,0.83617437,-0.6198149,-1.2480131,0.43539405,-1.2480131,-0.29553118,0.7834781,-0.6198149,0.09152143,2.4288893,-1.2480131,0.33854795,0.33854795,2.1258075,0.7834781,1.4616216,-1.2480131,-0.6198149,-0.29553118,-0.29553118,0.33854795,0.22596543,-0.29553118,0.09152143,0.664315,-1.2480131,-1.2480131,1.8470285,-0.6198149,-1.2480131,0.09152143,1.1558214
cell_818,-0.49260524,-1.309021,-0.28194207,-0.49260524,0.38518864,-0.119028814,0.013830749,-0.119028814,-1.309021,-0.79118,0.85060006,-0.79118,0.013830749,0.45436627,0.5174965,-0.49260524,-0.49260524,1.250303,-0.79118,1.0777398,2.6319559,-1.309021,-0.28194207,0.5174965,-0.79118,-0.119028814,0.013830749,1.1050609,1.3895007,-0.119028814,-1.309021,0.45436627,-0.79118,-0.79118,2.6542966,0.38518864,-1.309021,0.9230931,-0.119028814,-1.309021,-0.79118,1.9918938,-0.79118,-0.79118,0.45436627,1.0197891
cell_819,-0.91311735,-0.91311735,0.4151952,-0.36358365,-0.06830272,0.4151952,-0.36358365,-0.06830272,-0.06830272,-0.91311735,-0.06830272,-0.06830272,0.4151952,-0.91311735,0.61120695,-0.91311735,-0.91311735,2.136306,-0.36358365,-0.36358365,2.877322,-0.91311735,0.13481687,1.4499036,-0.36358365,2.610078,0.28982112,2.075036,1.1178178,-0.91311735,-0.91311735,-0.91311735,-0.91311735,-0.36358365,-0.91311735,0.28982112,-0.91311735,-0.06830272,-0.06830272,-0.91311735,-0.06830272,0.4151952,-0.91311735,-0.91311735,0.8262229,1.2586697
cell_820,-0.75902325,-1.090775,0.20050323,-1.090775,0.31847662,0.20050323,-0.75902325,0.26203623,-0.53676057,-1.090775,-0.12290686,-0.12290686,0.05778112,-0.026599852,0.50665,-0.23507538,-0.36938003,2.179425,-1.090775,-0.53676057,2.5439768,-1.090775,-0.75902325,1.3789923,-0.75902325,2.2564056,0.05778112,1.6572113,0.8022917,-0.53676057,-0.53676057,-0.53676057,-0.36938003,-0.53676057,2.5164318,0.6539908,-0.75902325,0.13286665,-0.36938003,-0.75902325,-0.53676057,-0.026599852,-1.090775,-1.090775,0.7467766,1.1170183
cell_821,-0.50683165,-1.1127148,0.43204054,0.18919155,0.025369525,0.025369525,-1.1127148,0.025369525,-0.50683165,-1.1127148,0.87019074,-0.50683165,0.6109973,-1.1127148,0.8139928,-0.19032723,-1.1127148,1.5785029,-1.1127148,-0.19032723,2.670804,-1.1127148,-0.19032723,1.6683413,-0.19032723,2.7551255,-0.19032723,1.6512909,1.057821,0.18919155,-1.1127148,-1.1127148,-0.19032723,-0.50683165,0.18919155,0.18919155,-1.1127148,0.18919155,-0.19032723,-0.50683165,-1.1127148,0.025369525,-0.19032723,-1.1127148,1.015506,1.2373062
cell_822,-0.30766097,0.02915492,2.1608462,2.3673825,-0.67329156,0.87467,0.3773311,-0.066566184,1.6254427,-1.4564388,0.3199165,-0.67329156,-0.30766097,-0.17704095,0.43049246,-1.4564388,-0.67329156,0.2575084,-1.4564388,-0.4674489,0.75478786,-1.4564388,-0.96299475,1.5647426,0.7866867,0.81722826,0.02915492,1.0009031,1.0236897,-0.67329156,-1.4564388,-0.17704095,-0.67329156,0.7214058,0.11360269,0.6863958,-1.4564388,1.2015728,-0.4674489,-0.67329156,-0.67329156,0.2575084,-1.4564388,-0.96299475,0.2575084,1.1470327
cell_823,-0.07864089,-0.50095594,2.1942255,0.9085757,-1.609123,0.94914204,1.3380105,0.7192491,1.5907019,-0.8628945,0.6023857,0.9085757,0.18754552,-1.609123,0.0664752,-0.8628945,-0.50095594,0.29141766,-0.50095594,-0.50095594,0.7192491,-1.609123,-0.8628945,1.6975917,0.29141766,0.29141766,0.29141766,1.2648432,0.9085757,-0.25978187,-1.609123,-0.8628945,-0.50095594,0.0664752,0.6631451,0.46327773,-0.8628945,0.94914204,-0.25978187,-1.609123,-1.609123,0.46327773,-1.609123,-0.50095594,0.5361283,0.8200109
cell_824,-0.74836594,-1.2855949,-0.74836594,1.3449427,-1.2855949,0.38625625,-0.74836594,-0.092677034,-0.24918738,0.14092,2.1828785,-0.45350683,0.38625625,1.3612272,0.56564736,-0.45350683,-0.74836594,0.14092,-1.2855949,-0.45350683,0.7483806,-0.74836594,-0.092677034,1.9120135,0.56564736,-0.74836594,0.45151377,1.7435701,0.70713687,0.034208924,-1.2855949,0.70713687,-1.2855949,-1.2855949,0.45151377,-0.24918738,-0.092677034,1.9120135,1.2755514,-1.2855949,-0.74836594,0.034208924,-1.2855949,-1.2855949,0.56564736,1.3282541
cell_825,-0.49614674,-1.3303539,0.51777554,-0.11994251,-0.49614674,0.12591994,-0.28375572,0.81150293,-0.11994251,-0.49614674,0.5758171,0.0134293465,0.45464328,-0.11994251,0.62952816,-1.3303539,-0.11994251,1.9150072,-0.11994251,-0.7986758,2.6401043,-1.3303539,-0.49614674,1.4236901,-0.7986758,2.4526463,-0.7986758,1.8024113,0.887726,-0.28375572,-1.3303539,-0.11994251,-1.3303539,-0.49614674,0.12591994,0.5758171,-1.3303539,0.22319141,-0.28375572,-1.3303539,-1.3303539,0.51777554,-0.28375572,-0.28375572,0.887726,1.0773933
cell_826,-0.9114974,-0.6292163,2.7299395,0.5962208,-0.9114974,0.8413858,0.81111526,0.21958525,1.8924106,-1.3856306,0.21958525,0.8413858,0.21958525,-0.6292163,0.40569627,-1.3856306,-0.9114974,-0.27049112,-0.6292163,0.061518844,0.81111526,-0.9114974,-0.9114974,1.5615809,-0.27049112,1.023481,-0.27049112,0.97602105,0.77950233,-0.6292163,-1.3856306,0.2871652,-0.42752853,-0.032949746,0.14492315,0.9251753,-1.3856306,1.2564179,-0.14187405,-1.3856306,-1.3856306,0.5962208,-0.9114974,-1.3856306,0.5073033,1.3917567
cell_827,-0.4212376,-1.2666669,0.470861,-0.4212376,0.20831348,-0.2062425,-0.4212376,0.20831348,-1.2666669,-0.4212376,0.20831348,0.20831348,0.76832163,0.094497345,0.604726,-1.2666669,-0.4212376,1.5873702,0.39340633,-0.4212376,2.9345875,-0.72760886,-0.72760886,1.0486307,-0.72760886,2.6515348,-0.4212376,1.7932724,0.9413936,-0.4212376,-1.2666669,0.6634366,-0.4212376,-1.2666669,-0.2062425,0.39340633,-1.2666669,-0.2062425,-0.04045918,-1.2666669,-0.72760886,0.71776545,-0.4212376,-1.2666669,0.76832163,1.2505395
cell_828,-1.1259756,-1.1259756,0.3487132,-0.5699788,-1.1259756,0.2385276,-0.5699788,0.669375,-0.054149736,-1.1259756,-0.054149736,0.2385276,0.44378462,0.10749704,0.73078126,-0.2652261,-1.1259756,2.2464359,-0.5699788,-0.2652261,2.920757,-1.1259756,0.3487132,1.519941,-0.2652261,2.3787327,0.3487132,1.5743356,0.8393685,-0.054149736,-1.1259756,-0.054149736,-0.5699788,-1.1259756,0.10749704,0.44378462,-0.5699788,-0.5699788,-0.2652261,-1.1259756,-0.5699788,0.2385276,-1.1259756,-1.1259756,0.93324834,0.97582114
cell_829,-0.3608089,-1.2634608,0.17065012,-0.3608089,-0.13828386,0.28704154,-0.13828386,0.032295812,0.28704154,-0.68149227,0.6908779,-0.13828386,-0.13828386,-0.13828386,0.28704154,-0.68149227,-1.2634608,2.2659786,0.17065012,0.032295812,2.989512,-1.2634608,-0.68149227,1.5453894,-0.68149227,2.5167673,0.38749704,1.601485,0.85702467,-1.2634608,-1.2634608,0.4758595,-1.2634608,-0.3608089,0.032295812,0.032295812,-0.68149227,0.032295812,-0.13828386,-0.68149227,-1.2634608,0.032295812,-0.3608089,-1.2634608,0.75053155,0.99245244
cell_830,-0.12558018,-1.1738122,0.46042794,-0.6379594,0.7237197,0.37584823,-0.33641446,0.16860974,-0.12558018,-1.1738122,0.37584823,-0.33641446,-0.33641446,0.27978155,0.7237197,-1.1738122,-1.1738122,1.9607552,-0.6379594,-0.12558018,2.745994,-1.1738122,-0.6379594,0.6664953,-1.1738122,2.8677728,-0.12558018,1.2955208,1.0658195,0.16860974,-1.1738122,0.16860974,-0.6379594,-0.33641446,-0.6379594,0.6042381,-0.6379594,0.16860974,-0.12558018,-1.1738122,-1.1738122,0.8259254,-0.33641446,-1.1738122,1.0989479,1.1305957
cell_831,-1.111738,-1.111738,0.2194474,-1.111738,-0.16328654,0.2194474,-0.48477384,0.71746105,-0.48477384,-0.48477384,0.35222682,-0.48477384,0.78477776,0.054516118,0.9022943,-0.48477384,0.054516118,1.6828916,-0.48477384,-0.16328654,2.1061902,-1.111738,-1.111738,1.1674564,-1.111738,0.84605753,0.2194474,2.2481735,1.0025452,0.2194474,-0.48477384,-0.48477384,-1.111738,0.2194474,2.9185445,0.054516118,-1.111738,-0.48477384,-0.16328654,-1.111738,-1.111738,0.642786,-1.111738,-1.111738,0.5589448,1.0025452
cell_832,-0.68357515,-0.68357515,0.4817725,-0.68357515,-0.13136955,0.17801279,-0.68357515,0.4817725,-0.68357515,-0.68357515,0.6306716,0.17801279,0.39397937,-0.35598007,0.8594576,-0.68357515,-0.35598007,1.8337187,-0.68357515,0.039747596,2.515637,-1.2992235,-1.2992235,2.003279,-0.68357515,2.577403,-0.68357515,1.90638,0.6306716,-0.68357515,-0.68357515,0.039747596,-1.2992235,-0.68357515,0.039747596,0.29403114,-0.68357515,0.039747596,-0.13136955,-0.35598007,-1.2992235,0.17801279,-0.35598007,-1.2992235,0.9514123,1.4996165
cell_833,-0.31015155,-0.9358819,-0.048515607,0.29536206,-0.722538,0.24818838,-0.55775595,-0.21211548,-0.42347637,-1.2389582,0.29536206,-0.42347637,0.24818838,-0.048515607,0.4940039,-0.722538,-0.55775595,1.5047957,-0.12572923,0.021287516,2.8914306,-1.2389582,-0.722538,1.6878594,-0.9358819,1.8557544,-0.31015155,1.5303588,0.92670554,-0.55775595,-1.2389582,0.14354312,-1.2389582,-0.55775595,2.713977,0.19774464,-0.9358819,0.29536206,-0.42347637,-0.722538,-0.55775595,0.70397097,-0.55775595,-1.2389582,0.4940039,1.0168307
cell_834,-0.8256925,-1.1565509,0.2269591,-0.17368086,0.34042352,-0.28977066,-0.8256925,0.39108485,-0.17368086,-1.1565509,0.39108485,-0.07373998,0.16272831,-0.42825347,0.0921993,-1.1565509,-0.59988314,1.3871927,-1.1565509,0.28592485,2.521066,-0.59988314,-0.59988314,0.524648,-0.8256925,1.1581904,0.0921993,2.1296775,0.43841362,-0.28977066,-0.8256925,-0.42825347,-0.8256925,-0.42825347,3.0598161,0.5641769,-0.59988314,-0.42825347,-0.28977066,-0.8256925,-1.1565509,2.0561256,-0.59988314,-0.8256925,0.73462015,1.0089173
cell_835,-1.0019336,-1.0019336,0.14124963,-0.5808962,-1.0019336,0.14124963,0.018525297,0.14124963,-0.5808962,-1.0019336,0.61381304,-0.5808962,0.018525297,-0.31998834,0.61381304,-0.5808962,-0.5808962,2.1323276,-0.31998834,-0.5808962,2.912236,-1.0019336,-0.5808962,1.6810127,-0.5808962,2.4087205,0.14124963,2.8566823,0.89319843,-0.31998834,-1.0019336,0.14124963,-0.5808962,-0.13043551,-0.5808962,0.24561015,-0.31998834,0.018525297,0.14124963,-1.0019336,-1.0019336,-0.13043551,0.14124963,-1.0019336,0.71983886,0.24561015
